"rep","mes","tick_extinct"
"4864",14,57,50002
"4865",15,57,50002
"4866",16,57,50002
"4867",19,57,50002
"4868",20,57,50002
"4869",21,57,50002
"4870",22,57,50002
"4871",23,57,50002
"4872",25,57,50002
"4873",26,57,50002
"4874",27,57,50002
"4875",28,57,50002
"4876",29,57,50002
"4877",30,57,50002
"4878",31,57,50002
"4879",32,57,50002
"4880",33,57,50002
"4881",34,57,50002
"4882",35,57,50002
"4883",36,57,50002
"4884",37,57,50002
"4885",39,57,50002
"4886",40,57,50002
"4887",41,57,50002
"4888",42,57,50002
"4889",43,57,50002
"4890",44,57,50002
"4891",45,57,50002
"4892",46,57,50002
"4893",47,57,50002
"4894",48,57,50002
"4895",49,57,50002
"4896",50,57,50002
"4897",51,57,50002
"4898",52,57,50002
"4899",53,57,50002
"4900",54,57,50002
"4901",56,57,50002
"4902",57,57,50002
"4903",58,57,50002
"4904",59,57,50002
"4905",60,57,50002
"4906",61,57,50002
"4907",62,57,50002
"4908",63,57,50002
"4909",64,57,50002
"4910",65,57,50002
"4911",66,57,50002
"4912",68,57,50002
"4913",69,57,50002
"4914",70,57,50002
"4915",71,57,50002
"4916",72,57,50002
"4917",73,57,50002
"4918",74,57,50002
"4919",75,57,50002
"4920",76,57,50002
"4921",77,57,50002
"4922",78,57,50002
"4923",80,57,50002
"4924",82,57,50002
"4925",83,57,50002
"4926",84,57,50002
"4927",87,57,50002
"4928",88,57,50002
"4929",89,57,50002
"4930",90,57,50002
"4931",91,57,50002
"4932",93,57,50002
"4933",94,57,50002
"4934",95,57,50002
"4935",96,57,50002
"4936",97,57,50002
"4937",99,57,50002
"4938",0,58,50002
"4939",1,58,50002
"4940",2,58,50002
"4941",3,58,50002
"4942",5,58,50002
"4943",7,58,50002
"4944",8,58,50002
"4945",9,58,50002
"4946",10,58,50002
"4947",11,58,50002
"4948",12,58,50002
"4949",13,58,50002
"4950",14,58,50002
"4951",15,58,50002
"4952",16,58,50002
"4953",19,58,50002
"4954",21,58,50002
"4955",22,58,50002
"4956",23,58,50002
"4957",25,58,50002
"4958",26,58,50002
"4959",27,58,50002
"4960",28,58,50002
"4961",29,58,50002
"4962",30,58,50002
"4963",31,58,50002
"4964",32,58,50002
"4965",33,58,50002
"4966",34,58,50002
"4967",35,58,50002
"4968",36,58,50002
"4969",37,58,50002
"4970",38,58,50002
"4971",39,58,50002
"4972",40,58,50002
"4973",41,58,50002
"4974",42,58,50002
"4975",43,58,50002
"4976",44,58,50002
"4977",45,58,50002
"4978",46,58,50002
"4979",47,58,50002
"4980",48,58,50002
"4981",49,58,50002
"4982",50,58,50002
"4983",51,58,50002
"4984",52,58,50002
"4985",53,58,50002
"4986",54,58,50002
"4987",56,58,50002
"4988",57,58,50002
"4989",58,58,50002
"4990",59,58,50002
"4991",60,58,50002
"4992",62,58,50002
"4993",63,58,50002
"4994",64,58,50002
"4995",65,58,50002
"4996",66,58,50002
"4997",68,58,50002
"4998",69,58,50002
"4999",70,58,50002
"5000",71,58,50002
"5001",72,58,50002
"5002",73,58,50002
"5003",74,58,50002
"5004",75,58,50002
"5005",76,58,50002
"5006",77,58,50002
"5007",78,58,50002
"5008",80,58,50002
"5009",82,58,50002
"5010",83,58,50002
"5011",84,58,50002
"5012",85,58,50002
"5013",86,58,50002
"5014",88,58,50002
"5015",89,58,50002
"5016",90,58,50002
"5017",91,58,50002
"5018",93,58,50002
"5019",94,58,50002
"5020",95,58,50002
"5021",96,58,50002
"5022",97,58,50002
"5023",98,58,50002
"5024",99,58,50002
"5025",0,59,50002
"5026",1,59,50002
"5027",2,59,50002
"5028",3,59,50002
"5029",5,59,50002
"5030",6,59,50002
"5031",7,59,50002
"5032",8,59,50002
"5033",9,59,50002
"5034",10,59,50002
"5035",11,59,50002
"5036",12,59,50002
"5037",13,59,50002
"5038",14,59,50002
"5039",15,59,50002
"5040",16,59,50002
"5041",19,59,50002
"5042",20,59,50002
"5043",21,59,50002
"5044",22,59,50002
"5045",23,59,50002
"5046",25,59,50002
"5047",26,59,50002
"5048",27,59,50002
"5049",28,59,50002
"5050",29,59,50002
"5051",30,59,50002
"5052",31,59,50002
"5053",32,59,50002
"5054",33,59,50002
"5055",34,59,50002
"5056",35,59,50002
"5057",36,59,50002
"5058",37,59,50002
"5059",38,59,50002
"5060",39,59,50002
"5061",40,59,50002
"5062",41,59,50002
"5063",42,59,50002
"5064",43,59,50002
"5065",44,59,50002
"5066",45,59,50002
"5067",46,59,50002
"5068",47,59,50002
"5069",48,59,50002
"5070",49,59,50002
"5071",50,59,50002
"5072",52,59,50002
"5073",53,59,50002
"5074",54,59,50002
"5075",56,59,50002
"5076",57,59,50002
"5077",58,59,50002
"5078",59,59,50002
"5079",60,59,50002
"5080",61,59,50002
"5081",62,59,50002
"5082",63,59,50002
"5083",64,59,50002
"5084",65,59,50002
"5085",66,59,50002
"5086",67,59,50002
"5087",68,59,50002
"5088",69,59,50002
"5089",70,59,50002
"5090",71,59,50002
"5091",72,59,50002
"5092",73,59,50002
"5093",74,59,50002
"5094",75,59,50002
"5095",76,59,50002
"5096",77,59,50002
"5097",78,59,50002
"5098",80,59,50002
"5099",81,59,50002
"5100",82,59,50002
"5101",83,59,50002
"5102",84,59,50002
"5103",85,59,50002
"5104",87,59,50002
"5105",88,59,50002
"5106",90,59,50002
"5107",91,59,50002
"5108",92,59,50002
"5109",93,59,50002
"5110",94,59,50002
"5111",95,59,50002
"5112",96,59,50002
"5113",97,59,50002
"5114",98,59,50002
"5115",99,59,50002
"5116",0,60,50002
"5117",1,60,50002
"5118",2,60,50002
"5119",4,60,50002
"5120",5,60,50002
"5121",7,60,50002
"5122",8,60,50002
"5123",9,60,50002
"5124",10,60,50002
"5125",11,60,50002
"5126",12,60,50002
"5127",13,60,50002
"5128",14,60,50002
"5129",15,60,50002
"5130",16,60,50002
"5131",17,60,50002
"5132",18,60,50002
"5133",19,60,50002
"5134",20,60,50002
"5135",21,60,50002
"5136",22,60,50002
"5137",23,60,50002
"5138",25,60,50002
"5139",26,60,50002
"5140",27,60,50002
"5141",28,60,50002
"5142",29,60,50002
"5143",30,60,50002
"5144",31,60,50002
"5145",32,60,50002
"5146",33,60,50002
"5147",34,60,50002
"5148",35,60,50002
"5149",36,60,50002
"5150",37,60,50002
"5151",38,60,50002
"5152",39,60,50002
"5153",40,60,50002
"5154",41,60,50002
"5155",42,60,50002
"5156",43,60,50002
"5157",44,60,50002
"5158",45,60,50002
"5159",46,60,50002
"5160",47,60,50002
"5161",48,60,50002
"5162",49,60,50002
"5163",50,60,50002
"5164",52,60,50002
"5165",53,60,50002
"5166",54,60,50002
"5167",56,60,50002
"5168",57,60,50002
"5169",58,60,50002
"5170",59,60,50002
"5171",60,60,50002
"5172",61,60,50002
"5173",62,60,50002
"5174",63,60,50002
"5175",64,60,50002
"5176",65,60,50002
"5177",66,60,50002
"5178",68,60,50002
"5179",69,60,50002
"5180",70,60,50002
"5181",71,60,50002
"5182",72,60,50002
"5183",73,60,50002
"5184",74,60,50002
"5185",75,60,50002
"5186",76,60,50002
"5187",77,60,50002
"5188",78,60,50002
"5189",80,60,50002
"5190",82,60,50002
"5191",83,60,50002
"5192",84,60,50002
"5193",85,60,50002
"5194",86,60,50002
"5195",88,60,50002
"5196",90,60,50002
"5197",91,60,50002
"5198",93,60,50002
"5199",94,60,50002
"5200",95,60,50002
"5201",96,60,50002
"5202",97,60,50002
"5203",98,60,50002
"5204",99,60,50002
"5205",0,61,50002
"5206",1,61,50002
"5207",2,61,50002
"5208",3,61,50002
"5209",5,61,50002
"5210",7,61,50002
"5211",8,61,50002
"5212",9,61,50002
"5213",10,61,50002
"5214",11,61,50002
"5215",13,61,50002
"5216",14,61,50002
"5217",15,61,50002
"5218",16,61,50002
"5219",19,61,50002
"5220",21,61,50002
"5221",22,61,50002
"5222",23,61,50002
"5223",25,61,50002
"5224",26,61,50002
"5225",27,61,50002
"5226",28,61,50002
"5227",29,61,50002
"5228",30,61,50002
"5229",31,61,50002
"5230",32,61,50002
"5231",33,61,50002
"5232",34,61,50002
"5233",35,61,50002
"5234",36,61,50002
"5235",37,61,50002
"5236",39,61,50002
"5237",40,61,50002
"5238",41,61,50002
"5239",42,61,50002
"5240",43,61,50002
"5241",44,61,50002
"5242",45,61,50002
"5243",46,61,50002
"5244",47,61,50002
"5245",49,61,50002
"5246",50,61,50002
"5247",52,61,50002
"5248",53,61,50002
"5249",54,61,50002
"5250",55,61,50002
"5251",56,61,50002
"5252",57,61,50002
"5253",58,61,50002
"5254",59,61,50002
"5255",60,61,50002
"5256",62,61,50002
"5257",63,61,50002
"5258",64,61,50002
"5259",65,61,50002
"5260",66,61,50002
"5261",68,61,50002
"5262",69,61,50002
"5263",70,61,50002
"5264",71,61,50002
"5265",72,61,50002
"5266",73,61,50002
"5267",74,61,50002
"5268",75,61,50002
"5269",76,61,50002
"5270",77,61,50002
"5271",78,61,50002
"5272",80,61,50002
"5273",81,61,50002
"5274",82,61,50002
"5275",83,61,50002
"5276",84,61,50002
"5277",86,61,50002
"5278",87,61,50002
"5279",88,61,50002
"5280",89,61,50002
"5281",90,61,50002
"5282",91,61,50002
"5283",93,61,50002
"5284",94,61,50002
"5285",95,61,50002
"5286",96,61,50002
"5287",97,61,50002
"5288",98,61,50002
"5289",99,61,50002
"5290",0,62,50002
"5291",1,62,50002
"5292",2,62,50002
"5293",3,62,50002
"5294",5,62,50002
"5295",6,62,50002
"5296",7,62,50002
"5297",8,62,50002
"5298",9,62,50002
"5299",10,62,50002
"5300",11,62,50002
"5301",12,62,50002
"5302",13,62,50002
"5303",14,62,50002
"5304",15,62,50002
"5305",16,62,50002
"5306",17,62,50002
"5307",19,62,50002
"5308",20,62,50002
"5309",21,62,50002
"5310",22,62,50002
"5311",23,62,50002
"5312",25,62,50002
"5313",26,62,50002
"5314",29,62,50002
"5315",30,62,50002
"5316",31,62,50002
"5317",32,62,50002
"5318",33,62,50002
"5319",34,62,50002
"5320",35,62,50002
"5321",36,62,50002
"5322",37,62,50002
"5323",39,62,50002
"5324",40,62,50002
"5325",41,62,50002
"5326",42,62,50002
"5327",43,62,50002
"5328",44,62,50002
"5329",45,62,50002
"5330",46,62,50002
"5331",47,62,50002
"5332",49,62,50002
"5333",50,62,50002
"5334",52,62,50002
"5335",53,62,50002
"5336",54,62,50002
"5337",56,62,50002
"5338",57,62,50002
"5339",58,62,50002
"5340",59,62,50002
"5341",60,62,50002
"5342",61,62,50002
"5343",62,62,50002
"5344",63,62,50002
"5345",64,62,50002
"5346",65,62,50002
"5347",66,62,50002
"5348",68,62,50002
"5349",69,62,50002
"5350",70,62,50002
"5351",71,62,50002
"5352",72,62,50002
"5353",73,62,50002
"5354",74,62,50002
"5355",75,62,50002
"5356",76,62,50002
"5357",77,62,50002
"5358",78,62,50002
"5359",80,62,50002
"5360",82,62,50002
"5361",83,62,50002
"5362",84,62,50002
"5363",87,62,50002
"5364",88,62,50002
"5365",89,62,50002
"5366",90,62,50002
"5367",91,62,50002
"5368",93,62,50002
"5369",94,62,50002
"5370",95,62,50002
"5371",96,62,50002
"5372",97,62,50002
"5373",98,62,50002
"5374",99,62,50002
"5375",0,63,50002
"5376",1,63,50002
"5377",2,63,50002
"5378",3,63,50002
"5379",5,63,50002
"5380",7,63,50002
"5381",8,63,50002
"5382",9,63,50002
"5383",10,63,50002
"5384",11,63,50002
"5385",12,63,50002
"5386",13,63,50002
"5387",14,63,50002
"5388",15,63,50002
"5389",16,63,50002
"5390",18,63,50002
"5391",19,63,50002
"5392",20,63,50002
"5393",21,63,50002
"5394",22,63,50002
"5395",23,63,50002
"5396",25,63,50002
"5397",26,63,50002
"5398",27,63,50002
"5399",28,63,50002
"5400",29,63,50002
"5401",30,63,50002
"5402",31,63,50002
"5403",32,63,50002
"5404",33,63,50002
"5405",34,63,50002
"5406",35,63,50002
"5407",36,63,50002
"5408",37,63,50002
"5409",38,63,50002
"5410",39,63,50002
"5411",40,63,50002
"5412",42,63,50002
"5413",43,63,50002
"5414",44,63,50002
"5415",45,63,50002
"5416",46,63,50002
"5417",47,63,50002
"5418",48,63,50002
"5419",49,63,50002
"5420",50,63,50002
"5421",52,63,50002
"5422",53,63,50002
"5423",54,63,50002
"5424",56,63,50002
"5425",57,63,50002
"5426",58,63,50002
"5427",59,63,50002
"5428",60,63,50002
"5429",62,63,50002
"5430",63,63,50002
"5431",64,63,50002
"5432",65,63,50002
"5433",66,63,50002
"5434",68,63,50002
"5435",69,63,50002
"5436",70,63,50002
"5437",71,63,50002
"5438",72,63,50002
"5439",73,63,50002
"5440",74,63,50002
"5441",75,63,50002
"5442",76,63,50002
"5443",77,63,50002
"5444",78,63,50002
"5445",80,63,50002
"5446",81,63,50002
"5447",82,63,50002
"5448",83,63,50002
"5449",84,63,50002
"5450",86,63,50002
"5451",87,63,50002
"5452",88,63,50002
"5453",89,63,50002
"5454",90,63,50002
"5455",91,63,50002
"5456",93,63,50002
"5457",94,63,50002
"5458",95,63,50002
"5459",96,63,50002
"5460",97,63,50002
"5461",98,63,50002
"5462",99,63,50002
"5463",0,64,50002
"5464",1,64,50002
"5465",2,64,50002
"5466",3,64,50002
"5467",5,64,50002
"5468",6,64,50002
"5469",7,64,50002
"5470",8,64,50002
"5471",9,64,50002
"5472",10,64,50002
"5473",11,64,50002
"5474",12,64,50002
"5475",13,64,50002
"5476",14,64,50002
"5477",15,64,50002
"5478",16,64,50002
"5479",19,64,50002
"5480",20,64,50002
"5481",21,64,50002
"5482",22,64,50002
"5483",23,64,50002
"5484",25,64,50002
"5485",26,64,50002
"5486",27,64,50002
"5487",28,64,50002
"5488",29,64,50002
"5489",30,64,50002
"5490",31,64,50002
"5491",32,64,50002
"5492",33,64,50002
"5493",34,64,50002
"5494",35,64,50002
"5495",36,64,50002
"5496",37,64,50002
"5497",38,64,50002
"5498",40,64,50002
"5499",42,64,50002
"5500",43,64,50002
"5501",44,64,50002
"5502",45,64,50002
"5503",46,64,50002
"5504",47,64,50002
"5505",48,64,50002
"5506",49,64,50002
"5507",50,64,50002
"5508",52,64,50002
"5509",53,64,50002
"5510",54,64,50002
"5511",56,64,50002
"5512",57,64,50002
"5513",58,64,50002
"5514",59,64,50002
"5515",60,64,50002
"5516",61,64,50002
"5517",62,64,50002
"5518",63,64,50002
"5519",64,64,50002
"5520",65,64,50002
"5521",66,64,50002
"5522",68,64,50002
"5523",69,64,50002
"5524",70,64,50002
"5525",71,64,50002
"5526",72,64,50002
"5527",73,64,50002
"5528",74,64,50002
"5529",75,64,50002
"5530",76,64,50002
"5531",77,64,50002
"5532",78,64,50002
"5533",80,64,50002
"5534",81,64,50002
"5535",82,64,50002
"5536",83,64,50002
"5537",84,64,50002
"5538",86,64,50002
"5539",88,64,50002
"5540",89,64,50002
"5541",90,64,50002
"5542",91,64,50002
"5543",93,64,50002
"5544",94,64,50002
"5545",95,64,50002
"5546",96,64,50002
"5547",97,64,50002
"5548",98,64,50002
"5549",99,64,50002
"5550",0,65,50002
"5551",1,65,50002
"5552",2,65,50002
"5553",3,65,50002
"5554",5,65,50002
"5555",6,65,50002
"5556",7,65,50002
"5557",8,65,50002
"5558",9,65,50002
"5559",10,65,50002
"5560",11,65,50002
"5561",12,65,50002
"5562",13,65,50002
"5563",14,65,50002
"5564",15,65,50002
"5565",16,65,50002
"5566",18,65,50002
"5567",19,65,50002
"5568",20,65,50002
"5569",21,65,50002
"5570",22,65,50002
"5571",23,65,50002
"5572",25,65,50002
"5573",26,65,50002
"5574",27,65,50002
"5575",28,65,50002
"5576",29,65,50002
"5577",30,65,50002
"5578",31,65,50002
"5579",32,65,50002
"5580",33,65,50002
"5581",34,65,50002
"5582",35,65,50002
"5583",36,65,50002
"5584",37,65,50002
"5585",38,65,50002
"5586",40,65,50002
"5587",41,65,50002
"5588",42,65,50002
"5589",43,65,50002
"5590",44,65,50002
"5591",45,65,50002
"5592",46,65,50002
"5593",47,65,50002
"5594",48,65,50002
"5595",49,65,50002
"5596",50,65,50002
"5597",52,65,50002
"5598",53,65,50002
"5599",54,65,50002
"5600",56,65,50002
"5601",57,65,50002
"5602",58,65,50002
"5603",59,65,50002
"5604",60,65,50002
"5605",62,65,50002
"5606",63,65,50002
"5607",64,65,50002
"5608",65,65,50002
"5609",66,65,50002
"5610",68,65,50002
"5611",69,65,50002
"5612",70,65,50002
"5613",71,65,50002
"5614",72,65,50002
"5615",73,65,50002
"5616",74,65,50002
"5617",75,65,50002
"5618",76,65,50002
"5619",77,65,50002
"5620",78,65,50002
"5621",80,65,50002
"5622",81,65,50002
"5623",82,65,50002
"5624",83,65,50002
"5625",84,65,50002
"5626",86,65,50002
"5627",87,65,50002
"5628",88,65,50002
"5629",89,65,50002
"5630",91,65,50002
"5631",92,65,50002
"5632",93,65,50002
"5633",94,65,50002
"5634",95,65,50002
"5635",96,65,50002
"5636",97,65,50002
"5637",98,65,50002
"5638",99,65,50002
"5639",0,66,50002
"5640",1,66,50002
"5641",2,66,50002
"5642",3,66,50002
"5643",5,66,50002
"5644",7,66,50002
"5645",8,66,50002
"5646",9,66,50002
"5647",10,66,50002
"5648",11,66,50002
"5649",13,66,50002
"5650",14,66,50002
"5651",15,66,50002
"5652",16,66,50002
"5653",19,66,50002
"5654",21,66,50002
"5655",22,66,50002
"5656",23,66,50002
"5657",24,66,50002
"5658",25,66,50002
"5659",26,66,50002
"5660",27,66,50002
"5661",28,66,50002
"5662",29,66,50002
"5663",30,66,50002
"5664",31,66,50002
"5665",32,66,50002
"5666",33,66,50002
"5667",34,66,50002
"5668",35,66,50002
"5669",36,66,50002
"5670",37,66,50002
"5671",39,66,50002
"5672",40,66,50002
"5673",41,66,50002
"5674",42,66,50002
"5675",43,66,50002
"5676",44,66,50002
"5677",45,66,50002
"5678",46,66,50002
"5679",47,66,50002
"5680",48,66,50002
"5681",49,66,50002
"5682",50,66,50002
"5683",52,66,50002
"5684",53,66,50002
"5685",54,66,50002
"5686",55,66,50002
"5687",56,66,50002
"5688",57,66,50002
"5689",58,66,50002
"5690",59,66,50002
"5691",60,66,50002
"5692",61,66,50002
"5693",62,66,50002
"5694",63,66,50002
"5695",64,66,50002
"5696",65,66,50002
"5697",66,66,50002
"5698",68,66,50002
"5699",69,66,50002
"5700",70,66,50002
"5701",71,66,50002
"5702",72,66,50002
"5703",73,66,50002
"5704",74,66,50002
"5705",75,66,50002
"5706",76,66,50002
"5707",77,66,50002
"5708",78,66,50002
"5709",80,66,50002
"5710",81,66,50002
"5711",82,66,50002
"5712",83,66,50002
"5713",84,66,50002
"5714",86,66,50002
"5715",87,66,50002
"5716",88,66,50002
"5717",90,66,50002
"5718",91,66,50002
"5719",93,66,50002
"5720",94,66,50002
"5721",95,66,50002
"5722",96,66,50002
"5723",97,66,50002
"5724",98,66,50002
"5725",99,66,50002
"5726",0,67,50002
"5727",1,67,50002
"5728",2,67,50002
"5729",5,67,50002
"5730",7,67,50002
"5731",8,67,50002
"5732",9,67,50002
"5733",10,67,50002
"5734",11,67,50002
"5735",12,67,50002
"5736",13,67,50002
"5737",14,67,50002
"5738",15,67,50002
"5739",16,67,50002
"5740",18,67,50002
"5741",19,67,50002
"5742",20,67,50002
"5743",21,67,50002
"5744",22,67,50002
"5745",23,67,50002
"5746",25,67,50002
"5747",26,67,50002
"5748",27,67,50002
"5749",28,67,50002
"5750",29,67,50002
"5751",30,67,50002
"5752",31,67,50002
"5753",32,67,50002
"5754",33,67,50002
"5755",34,67,50002
"5756",35,67,50002
"5757",36,67,50002
"5758",37,67,50002
"5759",39,67,50002
"5760",40,67,50002
"5761",41,67,50002
"5762",42,67,50002
"5763",43,67,50002
"5764",44,67,50002
"5765",45,67,50002
"5766",46,67,50002
"5767",47,67,50002
"5768",49,67,50002
"5769",50,67,50002
"5770",52,67,50002
"5771",53,67,50002
"5772",54,67,50002
"5773",55,67,50002
"5774",56,67,50002
"5775",58,67,50002
"5776",59,67,50002
"5777",60,67,50002
"5778",61,67,50002
"5779",62,67,50002
"5780",63,67,50002
"5781",64,67,50002
"5782",65,67,50002
"5783",66,67,50002
"5784",68,67,50002
"5785",69,67,50002
"5786",70,67,50002
"5787",71,67,50002
"5788",72,67,50002
"5789",73,67,50002
"5790",74,67,50002
"5791",75,67,50002
"5792",76,67,50002
"5793",77,67,50002
"5794",78,67,50002
"5795",80,67,50002
"5796",81,67,50002
"5797",82,67,50002
"5798",83,67,50002
"5799",84,67,50002
"5800",86,67,50002
"5801",87,67,50002
"5802",88,67,50002
"5803",89,67,50002
"5804",90,67,50002
"5805",91,67,50002
"5806",93,67,50002
"5807",94,67,50002
"5808",95,67,50002
"5809",96,67,50002
"5810",97,67,50002
"5811",98,67,50002
"5812",99,67,50002
"5813",0,68,50002
"5814",1,68,50002
"5815",2,68,50002
"5816",3,68,50002
"5817",5,68,50002
"5818",6,68,50002
"5819",7,68,50002
"5820",8,68,50002
"5821",9,68,50002
"5822",10,68,50002
"5823",11,68,50002
"5824",12,68,50002
"5825",13,68,50002
"5826",14,68,50002
"5827",15,68,50002
"5828",16,68,50002
"5829",18,68,50002
"5830",19,68,50002
"5831",21,68,50002
"5832",22,68,50002
"5833",23,68,50002
"5834",25,68,50002
"5835",26,68,50002
"5836",27,68,50002
"5837",28,68,50002
"5838",29,68,50002
"5839",30,68,50002
"5840",31,68,50002
"5841",32,68,50002
"5842",33,68,50002
"5843",34,68,50002
"5844",35,68,50002
"5845",36,68,50002
"5846",37,68,50002
"5847",38,68,50002
"5848",39,68,50002
"5849",40,68,50002
"5850",41,68,50002
"5851",42,68,50002
"5852",43,68,50002
"5853",44,68,50002
"5854",45,68,50002
"5855",46,68,50002
"5856",47,68,50002
"5857",48,68,50002
"5858",49,68,50002
"5859",50,68,50002
"5860",52,68,50002
"5861",53,68,50002
"5862",54,68,50002
"5863",56,68,50002
"5864",57,68,50002
"5865",58,68,50002
"5866",59,68,50002
"5867",60,68,50002
"5868",61,68,50002
"5869",62,68,50002
"5870",63,68,50002
"5871",64,68,50002
"5872",65,68,50002
"5873",66,68,50002
"5874",67,68,50002
"5875",68,68,50002
"5876",69,68,50002
"5877",70,68,50002
"5878",71,68,50002
"5879",72,68,50002
"5880",73,68,50002
"5881",74,68,50002
"5882",75,68,50002
"5883",76,68,50002
"5884",77,68,50002
"5885",78,68,50002
"5886",80,68,50002
"5887",81,68,50002
"5888",82,68,50002
"5889",83,68,50002
"5890",84,68,50002
"5891",85,68,50002
"5892",86,68,50002
"5893",88,68,50002
"5894",89,68,50002
"5895",90,68,50002
"5896",91,68,50002
"5897",93,68,50002
"5898",94,68,50002
"5899",95,68,50002
"5900",96,68,50002
"5901",97,68,50002
"5902",98,68,50002
"5903",99,68,50002
"5904",0,69,50002
"5905",1,69,50002
"5906",2,69,50002
"5907",3,69,50002
"5908",5,69,50002
"5909",6,69,50002
"5910",7,69,50002
"5911",8,69,50002
"5912",9,69,50002
"5913",10,69,50002
"5914",11,69,50002
"5915",12,69,50002
"5916",13,69,50002
"5917",14,69,50002
"5918",15,69,50002
"5919",16,69,50002
"5920",18,69,50002
"5921",19,69,50002
"5922",20,69,50002
"5923",21,69,50002
"5924",22,69,50002
"5925",23,69,50002
"5926",24,69,50002
"5927",25,69,50002
"5928",26,69,50002
"5929",27,69,50002
"5930",28,69,50002
"5931",29,69,50002
"5932",30,69,50002
"5933",31,69,50002
"5934",32,69,50002
"5935",33,69,50002
"5936",34,69,50002
"5937",35,69,50002
"5938",36,69,50002
"5939",37,69,50002
"5940",39,69,50002
"5941",40,69,50002
"5942",42,69,50002
"5943",43,69,50002
"5944",44,69,50002
"5945",45,69,50002
"5946",46,69,50002
"5947",47,69,50002
"5948",48,69,50002
"5949",49,69,50002
"5950",50,69,50002
"5951",52,69,50002
"5952",53,69,50002
"5953",54,69,50002
"5954",56,69,50002
"5955",58,69,50002
"5956",59,69,50002
"5957",60,69,50002
"5958",61,69,50002
"5959",62,69,50002
"5960",63,69,50002
"5961",64,69,50002
"5962",65,69,50002
"5963",66,69,50002
"5964",68,69,50002
"5965",69,69,50002
"5966",70,69,50002
"5967",71,69,50002
"5968",72,69,50002
"5969",73,69,50002
"5970",74,69,50002
"5971",75,69,50002
"5972",76,69,50002
"5973",77,69,50002
