"rep","mes","tick_extinct"
"6136",63,71,50002
"6137",64,71,50002
"6138",65,71,50002
"6139",66,71,50002
"6140",68,71,50002
"6141",69,71,50002
"6142",70,71,50002
"6143",71,71,50002
"6144",72,71,50002
"6145",73,71,50002
"6146",74,71,50002
"6147",75,71,50002
"6148",76,71,50002
"6149",77,71,50002
"6150",78,71,50002
"6151",80,71,50002
"6152",81,71,50002
"6153",82,71,50002
"6154",83,71,50002
"6155",84,71,50002
"6156",86,71,50002
"6157",87,71,50002
"6158",88,71,50002
"6159",89,71,50002
"6160",90,71,50002
"6161",91,71,50002
"6162",93,71,50002
"6163",94,71,50002
"6164",95,71,50002
"6165",96,71,50002
"6166",97,71,50002
"6167",98,71,50002
"6168",99,71,50002
"6169",0,72,50002
"6170",1,72,50002
"6171",2,72,50002
"6172",3,72,50002
"6173",5,72,50002
"6174",7,72,50002
"6175",8,72,50002
"6176",9,72,50002
"6177",10,72,50002
"6178",11,72,50002
"6179",12,72,50002
"6180",13,72,50002
"6181",14,72,50002
"6182",15,72,50002
"6183",16,72,50002
"6184",17,72,50002
"6185",18,72,50002
"6186",19,72,50002
"6187",20,72,50002
"6188",21,72,50002
"6189",22,72,50002
"6190",23,72,50002
"6191",24,72,50002
"6192",25,72,50002
"6193",26,72,50002
"6194",27,72,50002
"6195",28,72,50002
"6196",29,72,50002
"6197",30,72,50002
"6198",31,72,50002
"6199",32,72,50002
"6200",33,72,50002
"6201",34,72,50002
"6202",35,72,50002
"6203",36,72,50002
"6204",37,72,50002
"6205",39,72,50002
"6206",40,72,50002
"6207",42,72,50002
"6208",43,72,50002
"6209",44,72,50002
"6210",45,72,50002
"6211",46,72,50002
"6212",47,72,50002
"6213",48,72,50002
"6214",49,72,50002
"6215",50,72,50002
"6216",52,72,50002
"6217",53,72,50002
"6218",54,72,50002
"6219",56,72,50002
"6220",57,72,50002
"6221",58,72,50002
"6222",59,72,50002
"6223",60,72,50002
"6224",61,72,50002
"6225",62,72,50002
"6226",63,72,50002
"6227",64,72,50002
"6228",65,72,50002
"6229",66,72,50002
"6230",68,72,50002
"6231",69,72,50002
"6232",70,72,50002
"6233",71,72,50002
"6234",72,72,50002
"6235",73,72,50002
"6236",74,72,50002
"6237",75,72,50002
"6238",76,72,50002
"6239",77,72,50002
"6240",78,72,50002
"6241",80,72,50002
"6242",82,72,50002
"6243",83,72,50002
"6244",84,72,50002
"6245",85,72,50002
"6246",87,72,50002
"6247",88,72,50002
"6248",89,72,50002
"6249",90,72,50002
"6250",91,72,50002
"6251",93,72,50002
"6252",94,72,50002
"6253",95,72,50002
"6254",96,72,50002
"6255",97,72,50002
"6256",98,72,50002
"6257",99,72,50002
"6258",0,73,50002
"6259",1,73,50002
"6260",2,73,50002
"6261",3,73,50002
"6262",5,73,50002
"6263",7,73,50002
"6264",8,73,50002
"6265",9,73,50002
"6266",10,73,50002
"6267",11,73,50002
"6268",12,73,50002
"6269",13,73,50002
"6270",14,73,50002
"6271",15,73,50002
"6272",16,73,50002
"6273",19,73,50002
"6274",21,73,50002
"6275",22,73,50002
"6276",23,73,50002
"6277",25,73,50002
"6278",26,73,50002
"6279",29,73,50002
"6280",30,73,50002
"6281",31,73,50002
"6282",32,73,50002
"6283",33,73,50002
"6284",34,73,50002
"6285",35,73,50002
"6286",36,73,50002
"6287",37,73,50002
"6288",38,73,50002
"6289",39,73,50002
"6290",40,73,50002
"6291",42,73,50002
"6292",43,73,50002
"6293",44,73,50002
"6294",45,73,50002
"6295",46,73,50002
"6296",47,73,50002
"6297",48,73,50002
"6298",49,73,50002
"6299",50,73,50002
"6300",52,73,50002
"6301",53,73,50002
"6302",54,73,50002
"6303",56,73,50002
"6304",57,73,50002
"6305",58,73,50002
"6306",59,73,50002
"6307",60,73,50002
"6308",62,73,50002
"6309",63,73,50002
"6310",64,73,50002
"6311",65,73,50002
"6312",66,73,50002
"6313",68,73,50002
"6314",69,73,50002
"6315",70,73,50002
"6316",71,73,50002
"6317",72,73,50002
"6318",73,73,50002
"6319",74,73,50002
"6320",75,73,50002
"6321",76,73,50002
"6322",77,73,50002
"6323",78,73,50002
"6324",80,73,50002
"6325",81,73,50002
"6326",82,73,50002
"6327",83,73,50002
"6328",84,73,50002
"6329",87,73,50002
"6330",88,73,50002
"6331",89,73,50002
"6332",90,73,50002
"6333",91,73,50002
"6334",93,73,50002
"6335",94,73,50002
"6336",95,73,50002
"6337",96,73,50002
"6338",97,73,50002
"6339",98,73,50002
"6340",99,73,50002
"6341",0,74,50002
"6342",1,74,50002
"6343",2,74,50002
"6344",3,74,50002
"6345",5,74,50002
"6346",6,74,50002
"6347",7,74,50002
"6348",8,74,50002
"6349",9,74,50002
"6350",10,74,50002
"6351",11,74,50002
"6352",12,74,50002
"6353",13,74,50002
"6354",14,74,50002
"6355",15,74,50002
"6356",16,74,50002
"6357",19,74,50002
"6358",21,74,50002
"6359",22,74,50002
"6360",23,74,50002
"6361",24,74,50002
"6362",25,74,50002
"6363",26,74,50002
"6364",27,74,50002
"6365",28,74,50002
"6366",29,74,50002
"6367",30,74,50002
"6368",31,74,50002
"6369",32,74,50002
"6370",33,74,50002
"6371",34,74,50002
"6372",35,74,50002
"6373",36,74,50002
"6374",37,74,50002
"6375",38,74,50002
"6376",40,74,50002
"6377",41,74,50002
"6378",42,74,50002
"6379",43,74,50002
"6380",44,74,50002
"6381",45,74,50002
"6382",46,74,50002
"6383",47,74,50002
"6384",48,74,50002
"6385",49,74,50002
"6386",50,74,50002
"6387",52,74,50002
"6388",53,74,50002
"6389",54,74,50002
"6390",56,74,50002
"6391",57,74,50002
"6392",58,74,50002
"6393",59,74,50002
"6394",60,74,50002
"6395",61,74,50002
"6396",62,74,50002
"6397",63,74,50002
"6398",64,74,50002
"6399",65,74,50002
"6400",66,74,50002
"6401",68,74,50002
"6402",69,74,50002
"6403",70,74,50002
"6404",71,74,50002
"6405",72,74,50002
"6406",73,74,50002
"6407",74,74,50002
"6408",75,74,50002
"6409",76,74,50002
"6410",77,74,50002
"6411",78,74,50002
"6412",80,74,50002
"6413",82,74,50002
"6414",83,74,50002
"6415",84,74,50002
"6416",86,74,50002
"6417",88,74,50002
"6418",89,74,50002
"6419",90,74,50002
"6420",91,74,50002
"6421",93,74,50002
"6422",94,74,50002
"6423",95,74,50002
"6424",96,74,50002
"6425",97,74,50002
"6426",98,74,50002
"6427",99,74,50002
"6428",0,75,50002
"6429",1,75,50002
"6430",2,75,50002
"6431",3,75,50002
"6432",4,75,50002
"6433",5,75,50002
"6434",6,75,50002
"6435",7,75,50002
"6436",8,75,50002
"6437",9,75,50002
"6438",10,75,50002
"6439",11,75,50002
"6440",12,75,50002
"6441",13,75,50002
"6442",14,75,50002
"6443",15,75,50002
"6444",16,75,50002
"6445",19,75,50002
"6446",20,75,50002
"6447",21,75,50002
"6448",22,75,50002
"6449",23,75,50002
"6450",25,75,50002
"6451",26,75,50002
"6452",27,75,50002
"6453",28,75,50002
"6454",29,75,50002
"6455",30,75,50002
"6456",31,75,50002
"6457",32,75,50002
"6458",33,75,50002
"6459",34,75,50002
"6460",35,75,50002
"6461",36,75,50002
"6462",37,75,50002
"6463",39,75,50002
"6464",40,75,50002
"6465",42,75,50002
"6466",43,75,50002
"6467",44,75,50002
"6468",45,75,50002
"6469",46,75,50002
"6470",47,75,50002
"6471",49,75,50002
"6472",50,75,50002
"6473",52,75,50002
"6474",53,75,50002
"6475",54,75,50002
"6476",56,75,50002
"6477",57,75,50002
"6478",58,75,50002
"6479",59,75,50002
"6480",60,75,50002
"6481",62,75,50002
"6482",63,75,50002
"6483",64,75,50002
"6484",65,75,50002
"6485",66,75,50002
"6486",68,75,50002
"6487",69,75,50002
"6488",70,75,50002
"6489",71,75,50002
"6490",72,75,50002
"6491",73,75,50002
"6492",74,75,50002
"6493",75,75,50002
"6494",76,75,50002
"6495",78,75,50002
"6496",80,75,50002
"6497",82,75,50002
"6498",83,75,50002
"6499",84,75,50002
"6500",85,75,50002
"6501",86,75,50002
"6502",87,75,50002
"6503",88,75,50002
"6504",89,75,50002
"6505",90,75,50002
"6506",91,75,50002
"6507",93,75,50002
"6508",94,75,50002
"6509",95,75,50002
"6510",96,75,50002
"6511",97,75,50002
"6512",98,75,50002
"6513",99,75,50002
"6514",0,76,50002
"6515",1,76,50002
"6516",2,76,50002
"6517",3,76,50002
"6518",4,76,50002
"6519",5,76,50002
"6520",7,76,50002
"6521",8,76,50002
"6522",9,76,50002
"6523",10,76,50002
"6524",11,76,50002
"6525",12,76,50002
"6526",13,76,50002
"6527",14,76,50002
"6528",15,76,50002
"6529",16,76,50002
"6530",18,76,50002
"6531",19,76,50002
"6532",20,76,50002
"6533",21,76,50002
"6534",22,76,50002
"6535",23,76,50002
"6536",24,76,50002
"6537",25,76,50002
"6538",26,76,50002
"6539",27,76,50002
"6540",29,76,50002
"6541",30,76,50002
"6542",31,76,50002
"6543",32,76,50002
"6544",33,76,50002
"6545",34,76,50002
"6546",35,76,50002
"6547",36,76,50002
"6548",37,76,50002
"6549",40,76,50002
"6550",42,76,50002
"6551",43,76,50002
"6552",44,76,50002
"6553",45,76,50002
"6554",46,76,50002
"6555",47,76,50002
"6556",48,76,50002
"6557",49,76,50002
"6558",50,76,50002
"6559",51,76,50002
"6560",52,76,50002
"6561",53,76,50002
"6562",54,76,50002
"6563",56,76,50002
"6564",57,76,50002
"6565",58,76,50002
"6566",59,76,50002
"6567",60,76,50002
"6568",61,76,50002
"6569",62,76,50002
"6570",63,76,50002
"6571",64,76,50002
"6572",65,76,50002
"6573",66,76,50002
"6574",68,76,50002
"6575",69,76,50002
"6576",70,76,50002
"6577",71,76,50002
"6578",72,76,50002
"6579",73,76,50002
"6580",74,76,50002
"6581",75,76,50002
"6582",76,76,50002
"6583",77,76,50002
"6584",78,76,50002
"6585",80,76,50002
"6586",81,76,50002
"6587",82,76,50002
"6588",83,76,50002
"6589",84,76,50002
"6590",87,76,50002
"6591",88,76,50002
"6592",90,76,50002
"6593",91,76,50002
"6594",93,76,50002
"6595",94,76,50002
"6596",95,76,50002
"6597",96,76,50002
"6598",97,76,50002
"6599",98,76,50002
"6600",99,76,50002
"6601",0,77,50002
"6602",1,77,50002
"6603",2,77,50002
"6604",3,77,50002
"6605",5,77,50002
"6606",7,77,50002
"6607",8,77,50002
"6608",9,77,50002
"6609",10,77,50002
"6610",11,77,50002
"6611",12,77,50002
"6612",13,77,50002
"6613",14,77,50002
"6614",15,77,50002
"6615",16,77,50002
"6616",18,77,50002
"6617",19,77,50002
"6618",21,77,50002
"6619",22,77,50002
"6620",23,77,50002
"6621",25,77,50002
"6622",26,77,50002
"6623",27,77,50002
"6624",29,77,50002
"6625",30,77,50002
"6626",31,77,50002
"6627",32,77,50002
"6628",33,77,50002
"6629",34,77,50002
"6630",35,77,50002
"6631",36,77,50002
"6632",37,77,50002
"6633",39,77,50002
"6634",40,77,50002
"6635",41,77,50002
"6636",42,77,50002
"6637",43,77,50002
"6638",44,77,50002
"6639",45,77,50002
"6640",46,77,50002
"6641",47,77,50002
"6642",49,77,50002
"6643",50,77,50002
"6644",52,77,50002
"6645",53,77,50002
"6646",54,77,50002
"6647",56,77,50002
"6648",57,77,50002
"6649",58,77,50002
"6650",59,77,50002
"6651",60,77,50002
"6652",61,77,50002
"6653",62,77,50002
"6654",63,77,50002
"6655",64,77,50002
"6656",65,77,50002
"6657",66,77,50002
"6658",67,77,50002
"6659",68,77,50002
"6660",69,77,50002
"6661",70,77,50002
"6662",71,77,50002
"6663",72,77,50002
"6664",73,77,50002
"6665",74,77,50002
"6666",75,77,50002
"6667",76,77,50002
"6668",77,77,50002
"6669",78,77,50002
"6670",80,77,50002
"6671",82,77,50002
"6672",83,77,50002
"6673",84,77,50002
"6674",87,77,50002
"6675",88,77,50002
"6676",89,77,50002
"6677",90,77,50002
"6678",91,77,50002
"6679",93,77,50002
"6680",94,77,50002
"6681",95,77,50002
"6682",96,77,50002
"6683",97,77,50002
"6684",98,77,50002
"6685",99,77,50002
"6686",0,78,50002
"6687",1,78,50002
"6688",2,78,50002
"6689",3,78,50002
"6690",5,78,50002
"6691",6,78,50002
"6692",7,78,50002
"6693",8,78,50002
"6694",9,78,50002
"6695",10,78,50002
"6696",11,78,50002
"6697",12,78,50002
"6698",13,78,50002
"6699",14,78,50002
"6700",15,78,50002
"6701",16,78,50002
"6702",18,78,50002
"6703",19,78,50002
"6704",20,78,50002
"6705",21,78,50002
"6706",22,78,50002
"6707",23,78,50002
"6708",25,78,50002
"6709",26,78,50002
"6710",27,78,50002
"6711",28,78,50002
"6712",29,78,50002
"6713",30,78,50002
"6714",31,78,50002
"6715",32,78,50002
"6716",33,78,50002
"6717",34,78,50002
"6718",35,78,50002
"6719",36,78,50002
"6720",37,78,50002
"6721",39,78,50002
"6722",40,78,50002
"6723",41,78,50002
"6724",42,78,50002
"6725",43,78,50002
"6726",44,78,50002
"6727",45,78,50002
"6728",46,78,50002
"6729",47,78,50002
"6730",48,78,50002
"6731",49,78,50002
"6732",50,78,50002
"6733",51,78,50002
"6734",52,78,50002
"6735",53,78,50002
"6736",54,78,50002
"6737",56,78,50002
"6738",58,78,50002
"6739",59,78,50002
"6740",60,78,50002
"6741",62,78,50002
"6742",63,78,50002
"6743",64,78,50002
"6744",65,78,50002
"6745",66,78,50002
"6746",68,78,50002
"6747",69,78,50002
"6748",70,78,50002
"6749",71,78,50002
"6750",72,78,50002
"6751",73,78,50002
"6752",74,78,50002
"6753",75,78,50002
"6754",76,78,50002
"6755",77,78,50002
"6756",78,78,50002
"6757",80,78,50002
"6758",82,78,50002
"6759",83,78,50002
"6760",84,78,50002
"6761",86,78,50002
"6762",87,78,50002
"6763",88,78,50002
"6764",89,78,50002
"6765",90,78,50002
"6766",91,78,50002
"6767",93,78,50002
"6768",94,78,50002
"6769",95,78,50002
"6770",96,78,50002
"6771",97,78,50002
"6772",98,78,50002
"6773",99,78,50002
"6774",0,79,50002
"6775",1,79,50002
"6776",2,79,50002
"6777",3,79,50002
"6778",5,79,50002
"6779",7,79,50002
"6780",8,79,50002
"6781",9,79,50002
"6782",10,79,50002
"6783",11,79,50002
"6784",12,79,50002
"6785",13,79,50002
"6786",14,79,50002
"6787",15,79,50002
"6788",16,79,50002
"6789",19,79,50002
"6790",20,79,50002
"6791",21,79,50002
"6792",22,79,50002
"6793",23,79,50002
"6794",24,79,50002
"6795",25,79,50002
"6796",26,79,50002
"6797",27,79,50002
"6798",28,79,50002
"6799",29,79,50002
"6800",30,79,50002
"6801",31,79,50002
"6802",32,79,50002
"6803",33,79,50002
"6804",34,79,50002
"6805",35,79,50002
"6806",36,79,50002
"6807",37,79,50002
"6808",40,79,50002
"6809",41,79,50002
"6810",42,79,50002
"6811",43,79,50002
"6812",44,79,50002
"6813",45,79,50002
"6814",46,79,50002
"6815",47,79,50002
"6816",48,79,50002
"6817",49,79,50002
"6818",50,79,50002
"6819",52,79,50002
"6820",53,79,50002
"6821",54,79,50002
"6822",56,79,50002
"6823",57,79,50002
"6824",58,79,50002
"6825",59,79,50002
"6826",60,79,50002
"6827",62,79,50002
"6828",63,79,50002
"6829",64,79,50002
"6830",65,79,50002
"6831",66,79,50002
"6832",68,79,50002
"6833",69,79,50002
"6834",70,79,50002
"6835",71,79,50002
"6836",72,79,50002
"6837",73,79,50002
"6838",74,79,50002
"6839",75,79,50002
"6840",76,79,50002
"6841",77,79,50002
"6842",78,79,50002
"6843",80,79,50002
"6844",82,79,50002
"6845",83,79,50002
"6846",84,79,50002
"6847",85,79,50002
"6848",88,79,50002
"6849",89,79,50002
"6850",90,79,50002
"6851",91,79,50002
"6852",93,79,50002
"6853",94,79,50002
"6854",95,79,50002
"6855",96,79,50002
"6856",97,79,50002
"6857",98,79,50002
"6858",99,79,50002
"6859",0,80,50002
"6860",1,80,50002
"6861",2,80,50002
"6862",4,80,50002
"6863",5,80,50002
"6864",6,80,50002
"6865",7,80,50002
"6866",8,80,50002
"6867",9,80,50002
"6868",10,80,50002
"6869",11,80,50002
"6870",12,80,50002
"6871",13,80,50002
"6872",14,80,50002
"6873",15,80,50002
"6874",16,80,50002
"6875",18,80,50002
"6876",19,80,50002
"6877",21,80,50002
"6878",22,80,50002
"6879",23,80,50002
"6880",24,80,50002
"6881",25,80,50002
"6882",26,80,50002
"6883",27,80,50002
"6884",28,80,50002
"6885",29,80,50002
"6886",30,80,50002
"6887",31,80,50002
"6888",32,80,50002
"6889",33,80,50002
"6890",34,80,50002
"6891",35,80,50002
"6892",36,80,50002
"6893",37,80,50002
"6894",40,80,50002
"6895",41,80,50002
"6896",42,80,50002
"6897",43,80,50002
"6898",44,80,50002
"6899",45,80,50002
"6900",46,80,50002
"6901",47,80,50002
"6902",49,80,50002
"6903",50,80,50002
"6904",52,80,50002
"6905",53,80,50002
"6906",54,80,50002
"6907",56,80,50002
"6908",57,80,50002
"6909",58,80,50002
"6910",59,80,50002
"6911",60,80,50002
"6912",62,80,50002
"6913",63,80,50002
"6914",64,80,50002
"6915",65,80,50002
"6916",66,80,50002
"6917",68,80,50002
"6918",69,80,50002
"6919",70,80,50002
"6920",71,80,50002
"6921",72,80,50002
"6922",73,80,50002
"6923",74,80,50002
"6924",75,80,50002
"6925",76,80,50002
"6926",77,80,50002
"6927",78,80,50002
"6928",80,80,50002
"6929",82,80,50002
"6930",83,80,50002
"6931",84,80,50002
"6932",85,80,50002
"6933",86,80,50002
"6934",88,80,50002
"6935",89,80,50002
"6936",91,80,50002
"6937",93,80,50002
"6938",94,80,50002
"6939",95,80,50002
"6940",96,80,50002
"6941",97,80,50002
"6942",99,80,50002
"6943",0,81,50002
"6944",1,81,50002
"6945",2,81,50002
"6946",3,81,50002
"6947",5,81,50002
"6948",6,81,50002
"6949",7,81,50002
"6950",8,81,50002
"6951",9,81,50002
"6952",10,81,50002
"6953",11,81,50002
"6954",12,81,50002
"6955",13,81,50002
"6956",14,81,50002
"6957",15,81,50002
"6958",16,81,50002
"6959",19,81,50002
"6960",21,81,50002
"6961",22,81,50002
"6962",23,81,50002
"6963",25,81,50002
"6964",26,81,50002
"6965",27,81,50002
"6966",28,81,50002
"6967",29,81,50002
"6968",30,81,50002
"6969",31,81,50002
"6970",32,81,50002
"6971",33,81,50002
"6972",34,81,50002
"6973",35,81,50002
"6974",36,81,50002
"6975",37,81,50002
"6976",39,81,50002
"6977",40,81,50002
"6978",41,81,50002
"6979",42,81,50002
"6980",43,81,50002
"6981",44,81,50002
"6982",45,81,50002
"6983",46,81,50002
"6984",47,81,50002
"6985",49,81,50002
"6986",50,81,50002
"6987",52,81,50002
"6988",53,81,50002
"6989",54,81,50002
"6990",56,81,50002
"6991",57,81,50002
"6992",58,81,50002
"6993",59,81,50002
"6994",60,81,50002
"6995",61,81,50002
"6996",62,81,50002
"6997",63,81,50002
"6998",64,81,50002
"6999",65,81,50002
"7000",66,81,50002
"7001",67,81,50002
"7002",68,81,50002
"7003",69,81,50002
"7004",70,81,50002
"7005",71,81,50002
"7006",72,81,50002
"7007",73,81,50002
"7008",74,81,50002
"7009",75,81,50002
"7010",76,81,50002
"7011",77,81,50002
"7012",78,81,50002
"7013",80,81,50002
"7014",82,81,50002
"7015",83,81,50002
"7016",84,81,50002
"7017",86,81,50002
"7018",88,81,50002
"7019",89,81,50002
"7020",90,81,50002
"7021",91,81,50002
"7022",93,81,50002
"7023",94,81,50002
"7024",95,81,50002
"7025",96,81,50002
"7026",97,81,50002
"7027",98,81,50002
"7028",99,81,50002
"7029",0,82,50002
"7030",1,82,50002
"7031",2,82,50002
"7032",3,82,50002
"7033",4,82,50002
"7034",5,82,50002
"7035",7,82,50002
"7036",8,82,50002
"7037",9,82,50002
"7038",10,82,50002
"7039",11,82,50002
"7040",12,82,50002
"7041",13,82,50002
"7042",14,82,50002
"7043",15,82,50002
"7044",16,82,50002
"7045",17,82,50002
"7046",19,82,50002
"7047",21,82,50002
"7048",22,82,50002
"7049",23,82,50002
"7050",25,82,50002
"7051",26,82,50002
"7052",29,82,50002
"7053",30,82,50002
"7054",31,82,50002
"7055",32,82,50002
"7056",33,82,50002
"7057",34,82,50002
"7058",35,82,50002
"7059",36,82,50002
"7060",37,82,50002
"7061",39,82,50002
"7062",40,82,50002
"7063",42,82,50002
"7064",43,82,50002
"7065",44,82,50002
"7066",45,82,50002
"7067",46,82,50002
"7068",47,82,50002
"7069",49,82,50002
"7070",50,82,50002
"7071",52,82,50002
"7072",53,82,50002
"7073",54,82,50002
"7074",55,82,50002
"7075",56,82,50002
"7076",57,82,50002
"7077",58,82,50002
"7078",59,82,50002
"7079",60,82,50002
"7080",62,82,50002
"7081",63,82,50002
"7082",64,82,50002
"7083",65,82,50002
"7084",66,82,50002
"7085",68,82,50002
"7086",69,82,50002
"7087",70,82,50002
"7088",71,82,50002
"7089",72,82,50002
"7090",73,82,50002
"7091",74,82,50002
"7092",75,82,50002
"7093",76,82,50002
"7094",77,82,50002
"7095",78,82,50002
"7096",80,82,50002
"7097",81,82,50002
"7098",82,82,50002
"7099",83,82,50002
"7100",84,82,50002
"7101",87,82,50002
"7102",88,82,50002
"7103",89,82,50002
"7104",90,82,50002
"7105",91,82,50002
"7106",93,82,50002
"7107",94,82,50002
"7108",95,82,50002
"7109",96,82,50002
"7110",97,82,50002
"7111",98,82,50002
"7112",99,82,50002
"7113",0,83,50002
"7114",1,83,50002
"7115",2,83,50002
"7116",3,83,50002
"7117",5,83,50002
"7118",7,83,50002
"7119",8,83,50002
"7120",9,83,50002
"7121",10,83,50002
"7122",11,83,50002
"7123",12,83,50002
"7124",13,83,50002
"7125",14,83,50002
"7126",15,83,50002
"7127",16,83,50002
"7128",18,83,50002
"7129",19,83,50002
"7130",20,83,50002
"7131",21,83,50002
"7132",22,83,50002
"7133",23,83,50002
"7134",24,83,50002
"7135",25,83,50002
"7136",26,83,50002
"7137",27,83,50002
"7138",28,83,50002
"7139",29,83,50002
"7140",30,83,50002
"7141",31,83,50002
"7142",32,83,50002
"7143",33,83,50002
"7144",34,83,50002
"7145",35,83,50002
"7146",36,83,50002
"7147",37,83,50002
"7148",39,83,50002
"7149",40,83,50002
"7150",42,83,50002
"7151",43,83,50002
"7152",44,83,50002
"7153",45,83,50002
"7154",46,83,50002
"7155",47,83,50002
"7156",48,83,50002
"7157",49,83,50002
"7158",50,83,50002
"7159",51,83,50002
"7160",52,83,50002
"7161",53,83,50002
"7162",54,83,50002
"7163",56,83,50002
"7164",58,83,50002
"7165",59,83,50002
"7166",60,83,50002
"7167",61,83,50002
"7168",62,83,50002
"7169",63,83,50002
"7170",64,83,50002
"7171",65,83,50002
"7172",66,83,50002
"7173",68,83,50002
"7174",69,83,50002
"7175",70,83,50002
"7176",71,83,50002
"7177",72,83,50002
"7178",73,83,50002
"7179",74,83,50002
"7180",75,83,50002
"7181",76,83,50002
"7182",77,83,50002
"7183",78,83,50002
"7184",80,83,50002
"7185",81,83,50002
"7186",82,83,50002
"7187",83,83,50002
"7188",84,83,50002
"7189",85,83,50002
"7190",86,83,50002
"7191",88,83,50002
"7192",89,83,50002
"7193",90,83,50002
"7194",91,83,50002
"7195",93,83,50002
"7196",94,83,50002
"7197",95,83,50002
"7198",96,83,50002
"7199",97,83,50002
"7200",98,83,50002
"7201",99,83,50002
"7202",0,84,50002
"7203",1,84,50002
"7204",2,84,50002
"7205",3,84,50002
"7206",5,84,50002
"7207",6,84,50002
"7208",7,84,50002
"7209",8,84,50002
"7210",9,84,50002
"7211",10,84,50002
"7212",11,84,50002
"7213",12,84,50002
"7214",13,84,50002
"7215",14,84,50002
"7216",15,84,50002
"7217",16,84,50002
"7218",18,84,50002
"7219",19,84,50002
"7220",21,84,50002
"7221",22,84,50002
"7222",23,84,50002
"7223",24,84,50002
"7224",25,84,50002
"7225",26,84,50002
"7226",27,84,50002
"7227",28,84,50002
"7228",29,84,50002
"7229",30,84,50002
"7230",31,84,50002
"7231",32,84,50002
"7232",33,84,50002
"7233",34,84,50002
"7234",35,84,50002
"7235",36,84,50002
"7236",37,84,50002
"7237",39,84,50002
"7238",40,84,50002
"7239",41,84,50002
"7240",42,84,50002
"7241",43,84,50002
"7242",44,84,50002
"7243",45,84,50002
"7244",46,84,50002
"7245",47,84,50002
"7246",49,84,50002
"7247",50,84,50002
"7248",52,84,50002
"7249",53,84,50002
"7250",54,84,50002
"7251",55,84,50002
"7252",56,84,50002
"7253",57,84,50002
"7254",58,84,50002
"7255",59,84,50002
"7256",60,84,50002
"7257",61,84,50002
"7258",62,84,50002
"7259",63,84,50002
"7260",64,84,50002
"7261",65,84,50002
"7262",66,84,50002
"7263",67,84,50002
"7264",68,84,50002
"7265",69,84,50002
"7266",70,84,50002
"7267",71,84,50002
"7268",72,84,50002
"7269",73,84,50002
"7270",74,84,50002
"7271",75,84,50002
"7272",76,84,50002
"7273",77,84,50002
"7274",78,84,50002
"7275",80,84,50002
"7276",81,84,50002
"7277",82,84,50002
"7278",83,84,50002
"7279",84,84,50002
"7280",88,84,50002
"7281",89,84,50002
"7282",91,84,50002
"7283",93,84,50002
"7284",94,84,50002
"7285",95,84,50002
"7286",96,84,50002
"7287",97,84,50002
"7288",99,84,50002
"7289",0,85,50002
"7290",1,85,50002
"7291",2,85,50002
"7292",3,85,50002
"7293",5,85,50002
"7294",7,85,50002
"7295",8,85,50002
"7296",9,85,50002
"7297",10,85,50002
"7298",11,85,50002
"7299",12,85,50002
"7300",13,85,50002
"7301",14,85,50002
"7302",15,85,50002
"7303",16,85,50002
"7304",19,85,50002
"7305",20,85,50002
"7306",21,85,50002
"7307",22,85,50002
"7308",23,85,50002
"7309",25,85,50002
"7310",26,85,50002
"7311",28,85,50002
"7312",29,85,50002
"7313",30,85,50002
"7314",31,85,50002
"7315",32,85,50002
"7316",33,85,50002
"7317",34,85,50002
"7318",35,85,50002
"7319",36,85,50002
"7320",37,85,50002
"7321",38,85,50002
"7322",39,85,50002
"7323",40,85,50002
"7324",42,85,50002
"7325",43,85,50002
"7326",44,85,50002
"7327",45,85,50002
"7328",46,85,50002
"7329",47,85,50002
"7330",48,85,50002
"7331",49,85,50002
"7332",50,85,50002
"7333",52,85,50002
"7334",53,85,50002
"7335",54,85,50002
"7336",56,85,50002
"7337",57,85,50002
"7338",58,85,50002
"7339",59,85,50002
"7340",60,85,50002
"7341",61,85,50002
"7342",62,85,50002
"7343",63,85,50002
"7344",64,85,50002
"7345",65,85,50002
"7346",66,85,50002
"7347",68,85,50002
"7348",69,85,50002
"7349",70,85,50002
"7350",71,85,50002
"7351",72,85,50002
"7352",73,85,50002
"7353",74,85,50002
"7354",75,85,50002
"7355",76,85,50002
"7356",77,85,50002
"7357",78,85,50002
"7358",80,85,50002
"7359",82,85,50002
"7360",83,85,50002
"7361",84,85,50002
"7362",88,85,50002
"7363",89,85,50002
"7364",90,85,50002
"7365",91,85,50002
"7366",93,85,50002
"7367",94,85,50002
"7368",95,85,50002
"7369",96,85,50002
"7370",97,85,50002
"7371",98,85,50002
"7372",99,85,50002
"7373",0,86,50002
"7374",1,86,50002
"7375",2,86,50002
"7376",3,86,50002
"7377",5,86,50002
"7378",6,86,50002
"7379",7,86,50002
"7380",8,86,50002
"7381",9,86,50002
"7382",10,86,50002
"7383",11,86,50002
"7384",12,86,50002
"7385",13,86,50002
"7386",14,86,50002
"7387",15,86,50002
"7388",16,86,50002
"7389",19,86,50002
"7390",20,86,50002
"7391",21,86,50002
"7392",22,86,50002
"7393",23,86,50002
"7394",24,86,50002
"7395",25,86,50002
"7396",26,86,50002
"7397",27,86,50002
"7398",28,86,50002
"7399",29,86,50002
"7400",30,86,50002
"7401",31,86,50002
"7402",32,86,50002
"7403",33,86,50002
"7404",34,86,50002
"7405",35,86,50002
"7406",36,86,50002
